postcode,huisnummer,huisletter,toevoeging,adres,gemeente,omschrijving,bron_url
2514GP,148,,,"Noordeinde 148, 2514GP 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Noordeinde 148,http://www.monumentenzorgdenhaag.nl/monumenten/noordeinde-148
2584AZ,4,,,"Duinstraat 4, 2584AZ 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister: Duinstraat 4,http://www.monumentenzorgdenhaag.nl/monumenten/duinstraat-4
2514HN,60,,,"Willemstraat 60, 2514HN 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Willemstraat 60,http://www.monumentenzorgdenhaag.nl/monumenten/willemstraat-60
2512HD,32,A,,"Westeinde 32A, 2512HD 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister: Westeinde 32-23a,http://www.monumentenzorgdenhaag.nl/monumenten/westeinde-32-en-32a
2585GG,3,A,,"Surinamestraat 3A, 2585GG 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister: Surinamestraat 1 en 3,
2513AV,3,,,"Papestraat 3, 2513AV 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Papestraat 3,http://www.monumentenzorgdenhaag.nl/monumenten/papestraat-3
2514AH,79,,,"Koninginnegracht 79, 2514AH 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Koninginnegracht 79-79A,http://www.monumentenzorgdenhaag.nl/monumenten/koninginnegracht-79-en-79a
2582GA,15,,,"Statenlaan 15, 2582GA 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Statenlaan 15,http://www.monumentenzorgdenhaag.nl/monumenten/statenlaan-15
2586EM,8,,,"Badhuiskade 8, 2586EM 's-Gravenhage",'s-Gravenhage,definitieve plaatsing op de gemeentelijke monumentenlijst van Badhuiskade 8,http://www.monumentenzorgdenhaag.nl/monumenten/badhuiskade-8
2572BD,115,,,"Beijersstraat 115, 2572BD 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijk monumentenregister:Beijersstraat 115.,http://www.monumentenzorgdenhaag.nl/monumenten/beijersstraat-115
2511BE,68,,,"Spuistraat 68, 2511BE 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister: Spuistraat 68,http://www.monumentenzorgdenhaag.nl/monumenten/spuistraat-68
2586EA,15,,,"Seinpostduin 15, 2586EA 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Seinpostduin 15,http://www.monumentenzorgdenhaag.nl/monumenten/seinpostduin-15
2512GN,28,,,"Laan 28, 2512GN 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister: Laan 28/28a,http://www.monumentenzorgdenhaag.nl/monumenten/laan-28-tm-28a
2514HX,4,,,"Nieuwe Schoolstraat 4, 2514HX 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Nieuwe Schoolstraat 4,http://www.monumentenzorgdenhaag.nl/monumenten/nieuwe-schoolstraat-4
2514AE,55,C,,"Koninginnegracht 55C, 2514AE 's-Gravenhage",'s-Gravenhage,"Plaatsing in het gemeentelijke monumentenregister:Koninginnegracht 55,55a,55b en 55c",http://www.monumentenzorgdenhaag.nl/monumenten/koninginnegracht-55-tm-55c
2493ZH,8,,,"Roeleveenseweg 8, 2493ZH 's-Gravenhage",'s-Gravenhage,Plaatsing in  het gemeentelijk monumentenregister: Roeleveenseweg 8 (voorheen 2),http://www.monumentenzorgdenhaag.nl/monumenten/roeleveenseweg-8
2585EB,11,,,"Nassauplein 11, 2585EB 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Nassauplein 11,http://www.monumentenzorgdenhaag.nl/monumenten/nassauplein-11
2597CX,44,,,"Van Ouwenlaan 44, 2597CX 's-Gravenhage",'s-Gravenhage,Plaatsing in het monumentenregister: Van Ouwenlaan 44,http://www.monumentenzorgdenhaag.nl/monumenten/van-ouwenlaan-44
2585GJ,12,,,"Surinamestraat 12, 2585GJ 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Surinamestraat 12,http://www.monumentenzorgdenhaag.nl/monumenten/surinamestraat-12
2513AN,21,,,"Hoogstraat 21, 2513AN 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Hoogstraat 21,http://www.monumentenzorgdenhaag.nl/monumenten/hoogstraat-21
2584XK,30,,,"Willem Beukelszoonplein 30, 2584XK 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister: van het in uw bezit zijnde deel van de straat gelegen tussen de panden van Willem Beukelszoonplein 8 t/m 30,http://www.monumentenzorgdenhaag.nl/monumenten/willem-beukelszoonplein-8-tm-30
2582LW,98,,,"Prins Mauritslaan 98, 2582LW 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister: Prins Mauritslaan 98,
2585EB,12,,,"Nassauplein 12, 2585EB 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Nassauplein 12,http://www.monumentenzorgdenhaag.nl/monumenten/nassauplein-12
2514AH,76,,,"Koninginnegracht 76, 2514AH 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Koninginnegracht 76/76A,http://www.monumentenzorgdenhaag.nl/monumenten/koninginnegracht-76-en-76a
2514GC,39,A,,"Noordeinde 39A, 2514GC 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Noordeinde 39 en 39a,http://www.monumentenzorgdenhaag.nl/monumenten/noordeinde-39-en-39a
2518GC,24,,,"Van Speijkstraat 24, 2518GC 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Van Speijkstraat 24,http://www.monumentenzorgdenhaag.nl/monumenten/van-speijkstraat-24
2492ZA,196,,,"Veenweg 196, 2492ZA 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijk monumentenregister:Veenweg 196,http://www.monumentenzorgdenhaag.nl/monumenten/veenweg-196
2497NX,227,A,,"Brasserskade 227A-D1, 2497NX 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijk monumentenregister: Brasserskade 227,http://www.monumentenzorgdenhaag.nl/monumenten/brasserskade-227
2514GR,164,A,,"Noordeinde 164A, 2514GR 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Noordeinde 164/164a,http://www.monumentenzorgdenhaag.nl/monumenten/noordeinde-164-en-164a
2514HN,88,,,"Willemstraat 88, 2514HN 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Willemstraat 88,http://www.monumentenzorgdenhaag.nl/monumenten/willemstraat-88
2585JB,3,,,"Kerkhoflaan 3, 2585JB 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Kerkhoflaan 3,http://www.monumentenzorgdenhaag.nl/monumenten/kerkhoflaan-3
2584BJ,16,,,"Keizerstraat 16, 2584BJ 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Keizerstraat 12/14/16,http://www.monumentenzorgdenhaag.nl/monumenten/keizerstraat-12-tm-16
2585GJ,24,,,"Surinamestraat 24, 2585GJ 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Surinamestraat 24,http://www.monumentenzorgdenhaag.nl/monumenten/surinamestraat-24
2552AA,101,,,"Loosduinse Hoofdstraat 101, 2552AA 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Loosduinse Hoofdstrtaat 101,http://www.monumentenzorgdenhaag.nl/monumenten/loosduinse-hoofdstraat-101
2571GH,212,,,"De la Reyweg 212, 2571GH 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijk monumentenregister:De La Reyweg 210-212.,http://www.monumentenzorgdenhaag.nl/monumenten/de-la-reyweg-210-en-212
2582GB,29,,,"Statenlaan 29, 2582GB 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Statenlaan 29,http://www.monumentenzorgdenhaag.nl/monumenten/statenlaan-29
2514AK,87,,,"Koninginnegracht 87, 2514AK 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Koninginnegracht 87-87A,http://www.monumentenzorgdenhaag.nl/monumenten/koninginnegracht-87-en-87a
2514AL,102,,,"Koninginnegracht 102, 2514AL 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Koninginnegracht 102,http://www.monumentenzorgdenhaag.nl/monumenten/koninginnegracht-102
2582GA,9,A,,"Statenlaan 9A, 2582GA 's-Gravenhage",'s-Gravenhage,Plaatsing op de gemeentelijke monumentenlijst Statenlaan 9 en 9A,http://www.monumentenzorgdenhaag.nl/monumenten/statenlaan-9-en-9a
2514JS,2,B,,"Nassaulaan 2B, 2514JS 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Nassaulaan 1,http://www.monumentenzorgdenhaag.nl/monumenten/nassaulaan-1-tm-2b
2513GR,12,,,"Elandstraat 12, 2513GR 's-Gravenhage",'s-Gravenhage,definitieve plaatsing in het monumentenregister van het pand Elandstraat 12,http://www.monumentenzorgdenhaag.nl/monumenten/elandstraat-12
2593BZ,108,C,,"Laan van Nieuw-Oost-Indië 108C, 2593BZ 's-Gravenhage",'s-Gravenhage,"definitieve inschrijving in het gemeentelijk monumentenregister van Laan van Nieuw-Oost-Indië 72, 76, 78, 82, 84, 88, 90, 94, 96, 100, 102, 104, 106, 108, 72A, 76A, 78A, 82A, 84A, 88A, 90A, 94A, 96A, 100A, 102A, 104A, 106A, 108A, 72B, 76B, 78B, 82B, 84B, 88B, 90B, 94B, 96B, 100B, 102B, 104B, 106B, 1",http://www.monumentenzorgdenhaag.nl/monumenten/laan-van-nieuw-oost-indi%C3%AB-56-108c
2511EG,17,,,"Herengracht 17, 2511EG 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Herengracht 17,http://www.monumentenzorgdenhaag.nl/monumenten/herengracht-17
2571VD,125,T,,"Pretoriusstraat 125T, 2571VD 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijk monumentenregister:Pretoriusstraat 123-125.,http://www.monumentenzorgdenhaag.nl/monumenten/pretoriusstraat-123-en-125
2511EC,57,,,"Korte Poten 57, 2511EC 's-Gravenhage",'s-Gravenhage,plaatsing in het gemeentelijk monumentenregister van Korte Poten 57,http://www.monumentenzorgdenhaag.nl/monumenten/korte-poten-57
2585GK,38,,,"Surinamestraat 38, 2585GK 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Surinamestraat 38,http://www.monumentenzorgdenhaag.nl/monumenten/surinamestraat-38
2554EP,65,,,"Katwijkselaan 65, 2554EP 's-Gravenhage",'s-Gravenhage,definitieve plaatsing in het gemeentelijk monumentenregister van de Katwijkselaan 65,http://www.monumentenzorgdenhaag.nl/monumenten/katwijkselaan-63-en-65
2554EW,167,,,"Scheveningselaan 167, 2554EW 's-Gravenhage",'s-Gravenhage,Definitieve plaatsing monumentenregister Scheveningselaan 157 Den Haag (Oosterijkse woning),http://www.monumentenzorgdenhaag.nl/monumenten/scheveningselaan-155-tm-167
2585GH,33,,,"Surinamestraat 33, 2585GH 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Surinamestraat 33,http://www.monumentenzorgdenhaag.nl/monumenten/surinamestraat-33
2513BB,2,D,,"Oude Molstraat 2D, 2513BB 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Oude Molstraat 16/Nobelstraat 1,http://www.monumentenzorgdenhaag.nl/monumenten/oude-molstraat-16-nobelstraat-1
2585EB,13,,,"Nassauplein 13, 2585EB 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Nassauplein 13,http://www.monumentenzorgdenhaag.nl/monumenten/nassauplein-13
2513BL,26,,,"Molenstraat 26, 2513BL 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Molenstraat 26,http://www.monumentenzorgdenhaag.nl/monumenten/molenstraat-26
2514HX,8,,,"Nieuwe Schoolstraat 8, 2514HX 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Nieuwe Schoolstraat 8,http://www.monumentenzorgdenhaag.nl/monumenten/nieuwe-schoolstraat-8
2514HN,90,,,"Willemstraat 90, 2514HN 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Willemstraat 90,http://www.monumentenzorgdenhaag.nl/monumenten/willemstraat-90
2553RM,162,,,"Monsterseweg 162, 2553RM 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Monsterseweg 162,http://www.monumentenzorgdenhaag.nl/monumenten/monsterseweg-162
2566ZG,26,,,"Mezenlaan 26, 2566ZG 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Mezenlaan 26,http://www.monumentenzorgdenhaag.nl/monumenten/mezenlaan-26
2498ZA,16,,,"Dwarskade 16, 2498ZA 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijk monumentenregister:Dwarskade 16 (voorheen nr. 14),http://www.monumentenzorgdenhaag.nl/monumenten/dwarskade-16
2513CL,52,,,"Toussaintkade 52, 2513CL 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Toussaintkade 51,http://www.monumentenzorgdenhaag.nl/monumenten/toussaintkade-51-en-52
2514JB,9,,,"Oranjestraat 9, 2514JB 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Oranjestraat 9,http://www.monumentenzorgdenhaag.nl/monumenten/oranjestraat-9
2585EH,69,,,"Bankastraat 69, 2585EH 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister: Bankastraat 69,http://www.monumentenzorgdenhaag.nl/monumenten/bankastraat-7-tm-111
2514BA,33,,,"Dr. Kuyperstraat 33, 2514BA 's-Gravenhage",'s-Gravenhage,Plaatsing in het monumentenregister: Dr. Kuyperstraat 25 t/m 33,
2514AG,66,,,"Koninginnegracht 66, 2514AG 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Koninginnegracht 66,http://www.monumentenzorgdenhaag.nl/monumenten/koninginnegracht-66
2514GS,204,,,"Noordeinde 204, 2514GS 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Noordeinde 202/204,http://www.monumentenzorgdenhaag.nl/monumenten/noordeinde-202-en-204
2511CR,10,,,"Plein 10, 2511CR 's-Gravenhage",'s-Gravenhage,plaatsing in het gemeentelijk monumentenregister van Plein 10-10a,http://www.monumentenzorgdenhaag.nl/monumenten/plein-10
2514AL,105,,,"Koninginnegracht 105, 2514AL 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Koninginnegracht 105,http://www.monumentenzorgdenhaag.nl/monumenten/koninginnegracht-105
2585ED,38,,,"Nassauplein 38, 2585ED 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Nassauplein 38,http://www.monumentenzorgdenhaag.nl/monumenten/nassauplein-38
2582LW,96,,,"Prins Mauritslaan 96, 2582LW 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister: Prins Mauritslaan 96,http://www.monumentenzorgdenhaag.nl/monumenten/prins-mauritslaan-96
2514EP,7,A,,"Hartogstraat 7A, 2514EP 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Hartogstraat 7a,http://www.monumentenzorgdenhaag.nl/monumenten/hartogstraat-7a
2511BC,5,,,"Spuistraat 5, 2511BC 's-Gravenhage",'s-Gravenhage,plaatsing in het gemeentelijk monumentenregister van Spuistraat 5,http://www.monumentenzorgdenhaag.nl/monumenten/spuistraat-5
2511BD,2,,,"Spuistraat 2, 2511BD 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister: Spuistraat 2,http://www.monumentenzorgdenhaag.nl/monumenten/spuistraat-2
2584HM,188,,,"Badhuisstraat 188, 2584HM 's-Gravenhage",'s-Gravenhage,Definitieve plaatsing op de gemeentelijke monumentenlijst van Badhuisstraat 170 t/m 188,http://www.monumentenzorgdenhaag.nl/monumenten/badhuisstraat-170-tm-188
2585EB,14,,,"Nassauplein 14, 2585EB 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Nassauplein 14,http://www.monumentenzorgdenhaag.nl/monumenten/nassauplein-14
2512BR,78,,,"Paviljoensgracht 78, 2512BR 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Paviljoensgracht 76/78,http://www.monumentenzorgdenhaag.nl/monumenten/paviljoensgracht-76-en-78
2582GA,5,,,"Statenlaan 5, 2582GA 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Statenlaan 5,http://www.monumentenzorgdenhaag.nl/monumenten/statenlaan-5
2511BB,16,,,"Vlamingstraat 16, 2511BB 's-Gravenhage",'s-Gravenhage,plaatsing in het gemeentelijk monumentenregister Vlamingstraat 16,http://www.monumentenzorgdenhaag.nl/monumenten/vlamingstraat-16
2582GA,1,,,"Statenlaan 1, 2582GA 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Statenlaan 1,http://www.monumentenzorgdenhaag.nl/monumenten/statenlaan-1
2514EL,30,,,"Hoge Nieuwstraat 30, 2514EL 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Hoge Nieuwstraat 30,http://www.monumentenzorgdenhaag.nl/monumenten/hoge-nieuwstraat-30
2582GA,11,,,"Statenlaan 11, 2582GA 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Statenlaan 11,http://www.monumentenzorgdenhaag.nl/monumenten/statenlaan-11
2585GJ,22,,,"Surinamestraat 22, 2585GJ 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Surinamestraat 22,http://www.monumentenzorgdenhaag.nl/monumenten/surinamestraat-22
2511AR,39,,,"Venestraat 39, 2511AR 's-Gravenhage",'s-Gravenhage,plaatsing in het gemeentelijk monumentenregister van Venestraat 39,http://www.monumentenzorgdenhaag.nl/monumenten/venestraat-39
2512CM,91,,,"Boekhorststraat 91, 2512CM 's-Gravenhage",'s-Gravenhage,Plaatsing in de gemeentelijke monumentenregister:Boekhorststraat 89/91,http://www.monumentenzorgdenhaag.nl/monumenten/boekhorststraat-89-en-91
2585BB,12,,,"Burgemeester van Karnebeeklaan 12, 2585BB 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Burgermeester van Karnebeeklaan 12,http://www.monumentenzorgdenhaag.nl/monumenten/burgemeester-van-karnebeeklaan-12
2582GA,17,,,"Statenlaan 17, 2582GA 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Statenlaan 17,http://www.monumentenzorgdenhaag.nl/monumenten/statenlaan-17
2582GA,3,,,"Statenlaan 3, 2582GA 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Statenlaan 3,http://www.monumentenzorgdenhaag.nl/monumenten/statenlaan-3
2585JB,7,,,"Kerkhoflaan 7, 2585JB 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Kerkhoflaan 7,http://www.monumentenzorgdenhaag.nl/monumenten/kerkhoflaan-7
2511CR,3,A,,"Plein 3A, 2511CR 's-Gravenhage",'s-Gravenhage,plaatsing in het gemeentelijk monumentenregister  van Plein 3-3a,http://www.monumentenzorgdenhaag.nl/monumenten/plein-3-3a
2585EC,23,,,"Nassauplein 23, 2585EC 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Nassauplein 23,http://www.monumentenzorgdenhaag.nl/monumenten/nassauplein-23
2585GJ,18,,,"Surinamestraat 18, 2585GJ 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Surinamestraat 18,http://www.monumentenzorgdenhaag.nl/monumenten/surinamestraat-18
2585GG,11,,,"Surinamestraat 11, 2585GG 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Surinamestraat 11,http://www.monumentenzorgdenhaag.nl/monumenten/surinamestraat-11
2512ED,109,,,"Lange Beestenmarkt 109, 2512ED 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Lange Beestenmarkt 109,http://www.monumentenzorgdenhaag.nl/monumenten/lange-beestenmarkt-109
2548AK,27,,,"Oosteinde 27, 2548AK 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Oosteinde 27,http://www.monumentenzorgdenhaag.nl/monumenten/oosteinde-27
2531EH,3,,,"Esmoreitplein 3, 2531EH 's-Gravenhage",'s-Gravenhage,"Plaatsing in het gemeentelijk monumentenregister: Esmoreitplein 1 t/m 68, Van Maerlantlaan 1 t/m 71, Minstreel 50 t/m 82, Rederijkerstraat 202 t/m 244 en Anna Bijnslaan 49 t/m 107.",http://www.monumentenzorgdenhaag.nl/monumenten/esmoreitplein-1-tm-68-van-maerlantlaan-1-tm-71-minstreelstraat-50-tm-82-rederijkerstraat
2514CL,126,B,,"Denneweg 126B, 2514CL 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister: Denneweg 126/126a/126b,http://www.monumentenzorgdenhaag.nl/monumenten/denneweg-126-tm-126b
2597KB,28,,,"Klatteweg 28, 2597KB 's-Gravenhage",'s-Gravenhage,definitieve plaatsing in het monumentenregister van Klatteweg 28,http://www.monumentenzorgdenhaag.nl/monumenten/klatteweg-28
2554EW,167,,,"Scheveningselaan 167, 2554EW 's-Gravenhage",'s-Gravenhage,Definitieve plaatsing monumentenregister Scheveningselaan 161 te Den Haag,http://www.monumentenzorgdenhaag.nl/monumenten/scheveningselaan-155-tm-167
2552AJ,62,,,"Loosduinse Hoofdstraat 62, 2552AJ 's-Gravenhage",'s-Gravenhage,plaatsing in het gemeentelijk monumentenregister van: Loosduinse Hoofdstraat trafozuil/ peperbus tegenover nr. 62,
2511BB,18,,,"Vlamingstraat 18, 2511BB 's-Gravenhage",'s-Gravenhage,plaatsing in het gemeentelijk monumentenregister van Vlamingstraat 18,http://www.monumentenzorgdenhaag.nl/monumenten/vlamingstraat-18
2585AJ,161,,,"Javastraat 161, 2585AJ 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Javastraat 99 t/m 161,http://www.monumentenzorgdenhaag.nl/monumenten/javastraat-99-tm-161
2515VH,42,,,"Zwetstraat 42, 2515VH 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Zwetstraat 1-3-5/Dintelstraat 42,http://www.monumentenzorgdenhaag.nl/monumenten/zwetstraat-1-tm-5-dintelstraat-42
2498ZA,12,,,"Dwarskade 12, 2498ZA 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijk monumentenregister:Dwarskade 12.,http://www.monumentenzorgdenhaag.nl/monumenten/dwarskade-12
2513SC,144,,,"Helmersstraat 144, 2513SC 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Helmersstraat 142/144,http://www.monumentenzorgdenhaag.nl/monumenten/helmersstraat-142-en-144
2572VB,124,,,"Schalk Burgerstraat 124, 2572VB 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Schalk Burgerstraat 217 en 219/ Paardenbergstraat 1/ Kempstraat 124,http://www.monumentenzorgdenhaag.nl/monumenten/schalk-burgerstraat-217219-paardenbergstraat-1-kempstraat-124
2548AA,14,,,"De Rhijenhof 14, 2548AA 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:De Rhijenhof 14,http://www.monumentenzorgdenhaag.nl/monumenten/de-rhijenhof-14
2596TE,54,,,"Van Hogenhoucklaan 54, 2596TE 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Van Hogenhoucklaan 54,http://www.monumentenzorgdenhaag.nl/monumenten/van-hogenhoucklaan-54
2518BJ,78,,,"Anna Paulownastraat 78, 2518BJ 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Anna Paulownastraat 78,http://www.monumentenzorgdenhaag.nl/monumenten/anna-paulownastraat-78
2554EW,167,,,"Scheveningselaan 167, 2554EW 's-Gravenhage",'s-Gravenhage,Definitieve plaatsing monumentenregister Scheveningselaan 165 te Den Haag,http://www.monumentenzorgdenhaag.nl/monumenten/scheveningselaan-155-tm-167
2572XH,3,,,"Paardenbergstraat 3, 2572XH 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijk monumentenregister:Kempstraat 126/Paardenbergstraat 3,http://www.monumentenzorgdenhaag.nl/monumenten/kempstraat-126-paardenbergstraat-3
2518RA,20,A,,"De Constant Rebecqueplein 20A, 2518RA 's-Gravenhage",'s-Gravenhage,Definitieve inschrijving in het gemeentelijk monumentenregister van De Constant Rebecqueplein 20,http://www.monumentenzorgdenhaag.nl/monumenten/de-constant-rebecqueplein-20
2562AP,188,,,"Beeklaan 188, 2562AP 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Beeklaan 186/188,http://www.monumentenzorgdenhaag.nl/monumenten/beeklaan-186-en-188
2586BB,25,,,"Gevers Deynootweg 25, 2586BB 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Gevers Deynootweg 25,http://www.monumentenzorgdenhaag.nl/monumenten/gevers-deynootweg-25
2512AW,179,A,,"Wagenstraat 179A, 2512AW 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Wagenstraat 179/179A,http://www.monumentenzorgdenhaag.nl/monumenten/wagenstraat-179-en-179a
2514GH,18,A,,"Noordeinde 18A, 2514GH 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Noordeinde 18/18a,http://www.monumentenzorgdenhaag.nl/monumenten/noordeinde-18-en-18a
2597JJ,10,,,"St. Hubertusweg 10, 2597JJ 's-Gravenhage",'s-Gravenhage,definitieve plaatsing in het monumentenregister van St. Hubertusweg 10,
2512AW,181,A,,"Wagenstraat 181A, 2512AW 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Wagenstraat 181/181A,http://www.monumentenzorgdenhaag.nl/monumenten/wagenstraat-181-en-181a
2495AG,151,,,"Westvlietweg 151, 2495AG 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijk monumentenregister: Westvlietweg 150-151,http://www.monumentenzorgdenhaag.nl/monumenten/westvlietweg-150-en-151
2526CP,702,,,"Hoefkade 702, 2526CP 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Hoefkade 612 t/m 702,http://www.monumentenzorgdenhaag.nl/monumenten/hoefkade-612-tm-702
2548AB,119,,,"Noordweg 119, 2548AB 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Noordweg 119,http://www.monumentenzorgdenhaag.nl/monumenten/noordweg-119
2514GK,62,C,,"Noordeinde 62C, 2514GK 's-Gravenhage",'s-Gravenhage,"Plaatsing in het gemeentelijke monumentenregister:Noordeinde 62,62a,62b",http://www.monumentenzorgdenhaag.nl/monumenten/noordeinde-62-tm-62c
