postcode,huisnummer,huisletter,toevoeging,adres,gemeente,omschrijving,bron_url
2266GR,19,,,"Doctor van Noortstraat 19, 2266GR Leidschendam",Leidschendam-Voorburg,Boerderij,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Stompwijk
2266GZ,66,,,"Doctor van Noortstraat 66, 2266GZ Leidschendam",Leidschendam-Voorburg,R.K. onderwijzerswoning,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Stompwijk
2266HB,150,,,"Doctor van Noortstraat 150, 2266HB Leidschendam",Leidschendam-Voorburg,Woonhuis met pakhuis en koetshuis,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Stompwijk
2266HC,154,,,"Doctor van Noortstraat 154, 2266HC Leidschendam",Leidschendam-Voorburg,"Boerenwoning en uitspanning, herberg",https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Stompwijk
2266HC,184,,,"Doctor van Noortstraat 184, 2266HC Leidschendam",Leidschendam-Voorburg,Woning,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Stompwijk
1016CW,6,,,"Leidsekade 6, 1016CW Amsterdam",Leidschendam-Voorburg,"Woning, worstenmakerij",https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Stompwijk
2266BG,7,,,"Leidsekade 7, 2266BG Leidschendam",Leidschendam-Voorburg,Woning,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Stompwijk
1016CW,8,,,"Leidsekade 8, 1016CW Amsterdam",Leidschendam-Voorburg,Woning,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Stompwijk
3531BN,25,,,"Leidsekade 25, 3531BN Utrecht",Leidschendam-Voorburg,Hoofdkantonnierswoning,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Stompwijk
2266HZ,4,,,"Ondermeerweg 4, 2266HZ Leidschendam",Leidschendam-Voorburg,Poldergemaal,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Stompwijk
2266GM,21,,,"Oostvlietweg 21, 2266GM Leidschendam",Leidschendam-Voorburg,Boerderij ''Hoeve Buitenzorg'',https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Stompwijk
2266GM,31,,,"Oostvlietweg 31, 2266GM Leidschendam",Leidschendam-Voorburg,Boerderij ''Voorzorg'',https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Stompwijk
2266AV,2,,,"Sluisplein 2, 2266AV Leidschendam",Leidschendam-Voorburg,Woning,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Stompwijk
1975AE,3,,,"Sluisplein 3, 1975AE IJmuiden",Leidschendam-Voorburg,Winkel- woonhuis,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Stompwijk
1975AE,5,,,"Sluisplein 5, 1975AE IJmuiden",Leidschendam-Voorburg,Winkel/woonhuis,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Stompwijk
1975AE,6,,,"Sluisplein 6, 1975AE IJmuiden",Leidschendam-Voorburg,Winkel/woonhuis,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Stompwijk
1975AE,7,,,"Sluisplein 7, 1975AE IJmuiden",Leidschendam-Voorburg,Winkel/woonhuis,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Stompwijk
1975AE,9,,,"Sluisplein 9, 1975AE IJmuiden",Leidschendam-Voorburg,Woning,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Stompwijk
2266AV,11,,,"Sluisplein 11, 2266AV Leidschendam",Leidschendam-Voorburg,Winkel-woonhuis,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Stompwijk
1975AE,15,,,"Sluisplein 15, 1975AE IJmuiden",Leidschendam-Voorburg,Woning en pakhuis,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Stompwijk
1975AE,16,,,"Sluisplein 16, 1975AE IJmuiden",Leidschendam-Voorburg,Woning en pakhuis,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Stompwijk
2266GP,90,,,"Stompwijkseweg 90, 2266GP Leidschendam",Leidschendam-Voorburg,"Boerderij met schuur, hooitas",https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Stompwijk
2266GE,30,,,"Stompwijkseweg 30, 2266GE Leidschendam",Leidschendam-Voorburg,Woonhuis-café,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Stompwijk
2266GD,33,,,"Stompwijkseweg 33, 2266GD Leidschendam",Leidschendam-Voorburg,Boerderij,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Stompwijk
2266GG,48,C,,"Stompwijkseweg 48C, 2266GG Leidschendam",Leidschendam-Voorburg,Boerderij,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Stompwijk
3861BX,16,,,"Venestraat 16, 3861BX Nijkerk",Leidschendam-Voorburg,Winkel met 2 bovenwoningen en slachthuis,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Stompwijk
3861BX,18,,,"Venestraat 18, 3861BX Nijkerk",Leidschendam-Voorburg,Winkel met 2 bovenwoningen en slachthuis,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Stompwijk
4931BP,20,a,,"Venestraat 20a-20, 4931BP Geertruidenberg",Leidschendam-Voorburg,Winkel met 2 bovenwoningen en slachthuis,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Stompwijk
3861BX,22,,,"Venestraat 22, 3861BX Nijkerk",Leidschendam-Voorburg,Huisartspraktijk met apotheek en woonhuis,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Stompwijk
3861BX,24,,,"Venestraat 24, 3861BX Nijkerk",Leidschendam-Voorburg,Huisartspraktijk met apotheek en woonhuis,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Stompwijk
3861BW,39,,,"Venestraat 39, 3861BW Nijkerk",Leidschendam-Voorburg,Winkel-woonhuis,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Stompwijk
3861BW,47,,,"Venestraat 47, 3861BW Nijkerk",Leidschendam-Voorburg,Woonhuis,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Stompwijk
3861BZ,56,,,"Venestraat 56, 3861BZ Nijkerk",Leidschendam-Voorburg,Limonadefabriek met bergplaatsen en 2 bovenwoningen,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Stompwijk
4931BN,57,,,"Venestraat 57, 4931BN Geertruidenberg",Leidschendam-Voorburg,Woning,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Stompwijk
2266AX,63,,,"Venestraat 63, 2266AX Leidschendam",Leidschendam-Voorburg,Woning,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Stompwijk
1687PL,16,,,"Westeinderweg 16, 1687PL Wognum",Leidschendam-Voorburg,Boerderij,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Stompwijk
2267AK,115,,,"Westvlietweg 115, 2267AK Leidschendam",Leidschendam-Voorburg,Landhuis ''Dorrepaal'',https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Stompwijk
2266LN,1,,,"Wilsveen 1, 2266LN Leidschendam",Leidschendam-Voorburg,Boerderij,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Stompwijk
2266LR,6,,,"Wilsveen 6, 2266LR Leidschendam",Leidschendam-Voorburg,Boerderij,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Stompwijk
2266LN,33,,,"Wilsveen 33, 2266LN Leidschendam",Leidschendam-Voorburg,Boerderij,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Stompwijk
